Date,Open,High,Low,Close,Volume,Adj Close
2015-12-30,0.125,0.125,0.125,0.125,50000,0.125
2015-12-29,0.13,0.13,0.13,0.13,000,0.13
2015-12-28,0.13,0.13,0.13,0.13,000,0.13
2015-12-25,0.13,0.13,0.13,0.13,000,0.13
2015-12-24,0.13,0.13,0.13,0.13,000,0.13
2015-12-23,0.12,0.13,0.12,0.13,75000,0.13
2015-12-22,0.132,0.132,0.12,0.13,103000,0.13
2015-12-21,0.133,0.133,0.133,0.133,000,0.133
2015-12-18,0.133,0.133,0.133,0.133,000,0.133
2015-12-17,0.133,0.133,0.133,0.133,000,0.133
2015-12-16,0.133,0.133,0.133,0.133,000,0.133
2015-12-15,0.133,0.133,0.133,0.133,000,0.133
2015-12-14,0.133,0.133,0.133,0.133,000,0.133
2015-12-11,0.133,0.133,0.133,0.133,000,0.133
2015-12-10,0.133,0.133,0.133,0.133,000,0.133
2015-12-09,0.133,0.133,0.133,0.133,000,0.133
2015-12-08,0.133,0.133,0.133,0.133,000,0.133
2015-12-07,0.133,0.133,0.133,0.133,000,0.133
2015-12-04,0.133,0.133,0.133,0.133,000,0.133
2015-12-03,0.133,0.133,0.133,0.133,000,0.133
2015-12-02,0.133,0.133,0.133,0.133,000,0.133
2015-12-01,0.133,0.133,0.133,0.133,000,0.133
2015-11-30,0.133,0.133,0.133,0.133,000,0.133
2015-11-27,0.133,0.133,0.133,0.133,000,0.133
2015-11-26,0.133,0.133,0.133,0.133,000,0.133
2015-11-25,0.133,0.133,0.133,0.133,000,0.133
2015-11-24,0.133,0.133,0.133,0.133,000,0.133
2015-11-23,0.133,0.133,0.133,0.133,000,0.133
2015-11-20,0.133,0.133,0.133,0.133,000,0.133
2015-11-19,0.133,0.133,0.133,0.133,000,0.133
2015-11-18,0.133,0.133,0.133,0.133,000,0.133
2015-11-17,0.113,0.133,0.113,0.133,15100,0.133
2015-11-16,0.133,0.133,0.133,0.133,000,0.133
2015-11-13,0.133,0.133,0.133,0.133,000,0.133
2015-11-12,0.133,0.133,0.133,0.133,000,0.133
2015-11-11,0.133,0.133,0.133,0.133,000,0.133
2015-11-10,0.133,0.133,0.133,0.133,000,0.133
2015-11-09,0.133,0.133,0.133,0.133,000,0.133
2015-11-06,0.133,0.133,0.133,0.133,000,0.133
2015-11-05,0.133,0.133,0.133,0.133,000,0.133
2015-11-04,0.133,0.133,0.133,0.133,000,0.133
2015-11-03,0.133,0.133,0.133,0.133,000,0.133
2015-11-02,0.133,0.133,0.133,0.133,000,0.133
2015-10-30,0.133,0.133,0.133,0.133,000,0.133
2015-10-29,0.133,0.133,0.133,0.133,000,0.133
2015-10-28,0.133,0.133,0.133,0.133,000,0.133
2015-10-27,0.133,0.133,0.133,0.133,000,0.133
2015-10-26,0.12,0.133,0.12,0.133,80100,0.133
2015-10-23,0.13,0.13,0.13,0.13,000,0.13
2015-10-22,0.13,0.13,0.13,0.13,30000,0.13
2015-10-21,0.15,0.15,0.15,0.15,000,0.15
2015-10-20,0.15,0.15,0.15,0.15,000,0.15
2015-10-19,0.15,0.15,0.15,0.15,10000,0.15
2015-10-16,0.15,0.15,0.15,0.15,000,0.15
2015-10-15,0.15,0.15,0.15,0.15,000,0.15
2015-10-14,0.15,0.15,0.15,0.15,000,0.15
2015-10-13,0.15,0.15,0.15,0.15,100000,0.15
2015-10-12,0.155,0.155,0.155,0.155,000,0.155
2015-10-09,0.155,0.155,0.155,0.155,000,0.155
2015-10-08,0.155,0.155,0.155,0.155,000,0.155
2015-10-07,0.155,0.155,0.155,0.155,000,0.155
2015-10-06,0.155,0.155,0.155,0.155,000,0.155
2015-10-05,0.155,0.155,0.155,0.155,000,0.155
2015-10-02,0.155,0.155,0.155,0.155,000,0.155
2015-10-01,0.155,0.155,0.155,0.155,000,0.155
2015-09-30,0.155,0.155,0.155,0.155,000,0.155
2015-09-29,0.155,0.155,0.155,0.155,000,0.155
2015-09-28,0.155,0.155,0.155,0.155,000,0.155
2015-09-25,0.155,0.155,0.155,0.155,000,0.155
2015-09-24,0.155,0.155,0.155,0.155,000,0.155
2015-09-23,0.155,0.155,0.155,0.155,000,0.155
2015-09-22,0.155,0.155,0.155,0.155,000,0.155
2015-09-21,0.155,0.155,0.155,0.155,000,0.155
2015-09-18,0.155,0.155,0.155,0.155,000,0.155
2015-09-17,0.155,0.155,0.155,0.155,000,0.155
2015-09-16,0.155,0.155,0.155,0.155,000,0.155
2015-09-15,0.155,0.155,0.155,0.155,000,0.155
2015-09-14,0.155,0.155,0.155,0.155,000,0.155
2015-09-11,0.155,0.155,0.155,0.155,000,0.155
2015-09-10,0.155,0.155,0.155,0.155,000,0.155
2015-09-09,0.12,0.155,0.12,0.155,30400,0.155
2015-09-08,0.14,0.14,0.14,0.14,000,0.14
2015-09-07,0.14,0.14,0.14,0.14,000,0.14
