Date,Open,High,Low,Close,Volume,Adj Close
2015-12-30,0.32,0.32,0.32,0.32,153100,0.32
2015-12-29,0.325,0.33,0.315,0.32,835100,0.32
2015-12-28,0.33,0.345,0.32,0.32,4072600,0.32
2015-12-25,0.33,0.33,0.33,0.33,000,0.33
2015-12-24,0.32,0.34,0.315,0.33,479900,0.33
2015-12-23,0.31,0.325,0.31,0.32,766700,0.32
2015-12-22,0.32,0.325,0.30,0.32,585600,0.32
2015-12-21,0.29,0.33,0.29,0.32,1567700,0.32
2015-12-18,0.295,0.30,0.285,0.30,354500,0.30
2015-12-17,0.295,0.295,0.285,0.285,150000,0.285
2015-12-16,0.295,0.30,0.285,0.285,325500,0.285
2015-12-15,0.29,0.31,0.29,0.30,694100,0.30
2015-12-14,0.29,0.29,0.28,0.29,365100,0.29
2015-12-11,0.305,0.305,0.29,0.295,250000,0.295
2015-12-10,0.31,0.31,0.285,0.305,326700,0.305
2015-12-09,0.295,0.315,0.285,0.31,2597100,0.31
2015-12-08,0.25,0.285,0.25,0.28,1378400,0.28
2015-12-07,0.245,0.255,0.245,0.25,1760000,0.25
2015-12-04,0.24,0.255,0.24,0.24,425100,0.24
2015-12-03,0.225,0.25,0.225,0.245,1271000,0.245
2015-12-02,0.21,0.23,0.21,0.23,758300,0.23
2015-12-01,0.21,0.21,0.21,0.21,209700,0.21
2015-11-30,0.21,0.21,0.21,0.21,70000,0.21
2015-11-27,0.215,0.215,0.21,0.215,1206200,0.215
2015-11-26,0.225,0.225,0.215,0.215,463900,0.215
2015-11-25,0.225,0.235,0.225,0.225,1683000,0.225
2015-11-24,0.225,0.225,0.215,0.22,343100,0.22
2015-11-23,0.235,0.24,0.225,0.235,877000,0.235
2015-11-20,0.24,0.26,0.23,0.23,3013400,0.23
2015-11-19,0.205,0.24,0.205,0.235,3582000,0.235
2015-11-18,0.199,0.21,0.199,0.205,3116500,0.205
2015-11-17,0.20,0.21,0.198,0.199,1272200,0.199
2015-11-16,0.197,0.205,0.197,0.205,917400,0.205
2015-11-13,0.198,0.205,0.192,0.196,2311600,0.196
2015-11-12,0.21,0.22,0.19,0.193,2379600,0.193
2015-11-11,0.19,0.22,0.19,0.22,30315500,0.22
2015-11-10,0.175,0.175,0.175,0.175,000,0.175
2015-11-09,0.175,0.175,0.175,0.175,000,0.175
2015-11-06,0.175,0.175,0.175,0.175,000,0.175
2015-11-05,0.175,0.175,0.175,0.175,000,0.175
2015-11-04,0.175,0.175,0.175,0.175,000,0.175
2015-11-03,0.175,0.175,0.175,0.175,000,0.175
2015-11-02,0.175,0.175,0.175,0.175,000,0.175
2015-10-30,0.175,0.175,0.175,0.175,000,0.175
2015-10-29,0.175,0.175,0.175,0.175,000,0.175
2015-10-28,0.175,0.175,0.175,0.175,000,0.175
2015-10-27,0.175,0.175,0.175,0.175,000,0.175
2015-10-26,0.175,0.175,0.175,0.175,000,0.175
2015-10-23,0.175,0.175,0.175,0.175,000,0.175
2015-10-22,0.175,0.175,0.175,0.175,000,0.175
